dataset,dataset_source,backbone,seed,fold,method,selected_alpha,selected_original_weight,selected_shadow_weight,candidate_alphas,inner_pooled_ap_grid,inner_mean_fold_ap_grid,inner_best_pooled_ap,inner_tie_count,inner_folds,original_estimators,shadow_estimators,pr_auc,roc_auc,f1,recall,precision,balanced_accuracy,mcc,accuracy,brier_score,mean_probability,true_prevalence,inner_cv_runtime_seconds,final_sampler_runtime_seconds,final_branch_runtime_seconds,final_scoring_runtime_seconds,runtime_seconds,n_train_original,n_train_shadow,n_generated,pi_original,pi_shadow,sampler_warning
keel-page-blocks0,keel,bagged_cart,42,4,nested_tuned_raw_fol_equal100,0.4,0.6,0.4,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.882781545416,""0.15"":0.884960740553,""0.20"":0.886423063718,""0.25"":0.887669903601,""0.30"":0.888429391541,""0.35"":0.889479986532,""0.40"":0.889714599201,""0.45"":0.889612123005,""0.50"":0.889109630083,""0.55"":0.888903018729,""0.60"":0.888046016564,""0.65"":0.887097441084,""0.70"":0.885844622416,""0.75"":0.884561684936,""0.80"":0.883044428963,""0.85"":0.881740369178,""0.90"":0.879818282451}","{""0.10"":0.884160190357,""0.15"":0.886507286471,""0.20"":0.887971810938,""0.25"":0.888886188426,""0.30"":0.889744715303,""0.35"":0.890444658765,""0.40"":0.890436766722,""0.45"":0.890319258433,""0.50"":0.890068757533,""0.55"":0.889820268577,""0.60"":0.888837251742,""0.65"":0.887779635328,""0.70"":0.886210613734,""0.75"":0.88515954972,""0.80"":0.883686457578,""0.85"":0.882513952982,""0.90"":0.880630582177}",0.8897145992008854,1,3,100,100,0.8789487276056367,0.979660677916788,0.8144796380090498,0.8035714285714286,0.8256880733944955,0.8921115798661623,0.7937304742127294,0.9625228519195612,0.02830786163795709,0.10902254069310742,0.10237659963436929,21.890906,5.62476,5.387972,0.013791,32.925587,4378,7730,3352,0.10210141617176793,0.4914618369987063,generated 3352 of requested 3484 synthetic points
keel-page-blocks0,keel,bagged_cart,42,5,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.8827972834,""0.15"":0.884477397864,""0.20"":0.885906484778,""0.25"":0.886885408025,""0.30"":0.887806564962,""0.35"":0.887960776294,""0.40"":0.887777159956,""0.45"":0.887638033424,""0.50"":0.886459114159,""0.55"":0.88600523096,""0.60"":0.884985091591,""0.65"":0.883807844404,""0.70"":0.882179211188,""0.75"":0.880525463522,""0.80"":0.878609229023,""0.85"":0.876499373342,""0.90"":0.873764381741}","{""0.10"":0.883148822286,""0.15"":0.884863030233,""0.20"":0.886400834804,""0.25"":0.887372351626,""0.30"":0.8883761586,""0.35"":0.88883674293,""0.40"":0.888895866728,""0.45"":0.8883947657,""0.50"":0.887165187809,""0.55"":0.886319938148,""0.60"":0.884796593976,""0.65"":0.883020081711,""0.70"":0.881245255634,""0.75"":0.879554624539,""0.80"":0.878114279969,""0.85"":0.876018711906,""0.90"":0.873035145974}",0.8879607762935932,1,3,100,100,0.869274255861664,0.9853114998545243,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.8847105033459413,0.7952332448147793,0.9634369287020109,0.028031328283576296,0.10809173629412432,0.10237659963436929,21.704769,5.516624,5.363219,0.01327,32.605596,4378,7690,3312,0.10210141617176793,0.48881664499349803,generated 3312 of requested 3484 synthetic points
keel-page-blocks0,keel,bagged_cart,44,1,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.874601042365,""0.15"":0.876623480496,""0.20"":0.878109498836,""0.25"":0.87909408706,""0.30"":0.880219104675,""0.35"":0.880385657459,""0.40"":0.880253185728,""0.45"":0.880192940703,""0.50"":0.879663286688,""0.55"":0.87947628083,""0.60"":0.878821471593,""0.65"":0.877822207642,""0.70"":0.876496047194,""0.75"":0.875089551121,""0.80"":0.873417205215,""0.85"":0.871372523561,""0.90"":0.868789453833}","{""0.10"":0.878653415068,""0.15"":0.88072772955,""0.20"":0.881748101668,""0.25"":0.882871081813,""0.30"":0.883646338308,""0.35"":0.883741119109,""0.40"":0.883496187224,""0.45"":0.883678912047,""0.50"":0.882803723596,""0.55"":0.882780027624,""0.60"":0.882022036546,""0.65"":0.880466912169,""0.70"":0.878410241747,""0.75"":0.876745636463,""0.80"":0.874905839834,""0.85"":0.873401223853,""0.90"":0.870425623921}",0.8803856574586939,1,3,100,100,0.8921717223180199,0.9847632974858307,0.8151658767772512,0.7678571428571429,0.8686868686868687,0.8773161604417963,0.7973957302030971,0.9643835616438357,0.02824707472962826,0.10536364733820214,0.10228310502283106,21.949104,5.931382,5.394002,0.013295,33.29575,4377,7701,3324,0.10212474297464016,0.48967666536813403,generated 3324 of requested 3483 synthetic points
keel-page-blocks0,keel,bagged_cart,44,2,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.87627353265,""0.15"":0.877477609508,""0.20"":0.878157723901,""0.25"":0.878603030109,""0.30"":0.879205483729,""0.35"":0.878744955875,""0.40"":0.878233277969,""0.45"":0.877768065601,""0.50"":0.87572690722,""0.55"":0.874792535941,""0.60"":0.873024265554,""0.65"":0.871014498347,""0.70"":0.86900885854,""0.75"":0.866510495942,""0.80"":0.863956360531,""0.85"":0.861367946851,""0.90"":0.858559345829}","{""0.10"":0.884519900286,""0.15"":0.885829947171,""0.20"":0.886247577059,""0.25"":0.886926983281,""0.30"":0.887452223166,""0.35"":0.887602190597,""0.40"":0.887030842784,""0.45"":0.88632384966,""0.50"":0.883984146608,""0.55"":0.883032703048,""0.60"":0.881235512747,""0.65"":0.879123668451,""0.70"":0.876884002674,""0.75"":0.874217276788,""0.80"":0.871297601237,""0.85"":0.868995896532,""0.90"":0.866272411178}",0.8792054837286662,1,3,100,100,0.8919291091719941,0.9864027757593372,0.8207547169811321,0.7767857142857143,0.87,0.881780446156082,0.8031892860768024,0.965296803652968,0.026736821681360018,0.1027663508993453,0.10228310502283106,21.42415,5.936129,5.557406,0.013093,32.938667,4377,7724,3347,0.10212474297464016,0.4911962713619886,generated 3347 of requested 3483 synthetic points
keel-page-blocks0,keel,bagged_cart,44,3,nested_tuned_raw_fol_equal100,0.45,0.55,0.45,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.88307133618,""0.15"":0.885088207637,""0.20"":0.886474450365,""0.25"":0.888224986971,""0.30"":0.889006591816,""0.35"":0.88959748601,""0.40"":0.889931675453,""0.45"":0.890072579256,""0.50"":0.889513413953,""0.55"":0.889585405078,""0.60"":0.888203574691,""0.65"":0.887005869975,""0.70"":0.885561780111,""0.75"":0.883648116721,""0.80"":0.881698936836,""0.85"":0.87935692025,""0.90"":0.876588697227}","{""0.10"":0.885507603809,""0.15"":0.887302299012,""0.20"":0.888690909462,""0.25"":0.890289350302,""0.30"":0.8910601509,""0.35"":0.891545046422,""0.40"":0.891930229319,""0.45"":0.892221990091,""0.50"":0.89173514926,""0.55"":0.891907381689,""0.60"":0.890500627052,""0.65"":0.889080825441,""0.70"":0.887507789379,""0.75"":0.885284935545,""0.80"":0.883586450328,""0.85"":0.88125523226,""0.90"":0.878319991538}",0.890072579256133,1,3,100,100,0.885455130925527,0.9840440644102902,0.8370044052863436,0.8558558558558559,0.8189655172413793,0.9172463409492911,0.8183938531358342,0.9661791590493601,0.02464181852756169,0.11447840208491489,0.10146252285191956,22.262372,5.98771,5.72975,0.024215,34.013799,4378,7756,3378,0.10232983097304706,0.4932955131511088,generated 3378 of requested 3482 synthetic points
keel-page-blocks0,keel,bagged_cart,44,4,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.88614543396,""0.15"":0.887446187607,""0.20"":0.888355432305,""0.25"":0.88882430085,""0.30"":0.888889434106,""0.35"":0.889171946851,""0.40"":0.888368178839,""0.45"":0.887838129756,""0.50"":0.886652792415,""0.55"":0.885385667043,""0.60"":0.883557165764,""0.65"":0.881710031932,""0.70"":0.879282766578,""0.75"":0.876665544499,""0.80"":0.873974571694,""0.85"":0.870778217806,""0.90"":0.867400365025}","{""0.10"":0.888309984374,""0.15"":0.889712666182,""0.20"":0.890447088227,""0.25"":0.890762217468,""0.30"":0.890877233534,""0.35"":0.891596660313,""0.40"":0.890579409487,""0.45"":0.890281084986,""0.50"":0.888797721414,""0.55"":0.887761481723,""0.60"":0.88575059744,""0.65"":0.883794981688,""0.70"":0.881216389182,""0.75"":0.878235224329,""0.80"":0.875289085684,""0.85"":0.871986552242,""0.90"":0.868168749141}",0.8891719468506167,1,3,100,100,0.8987165614664285,0.9887665478615071,0.8859649122807017,0.9017857142857143,0.8706896551724138,0.9432553826011056,0.8728715670038943,0.9762340036563071,0.023558573231304912,0.11899906839681747,0.10237659963436929,22.069522,5.823856,5.302673,0.012918,33.216753,4378,7752,3374,0.10210141617176793,0.49290505675954593,generated 3374 of requested 3484 synthetic points
keel-page-blocks0,keel,bagged_cart,44,5,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.864713346137,""0.15"":0.866195768584,""0.20"":0.8669065744,""0.25"":0.86747369276,""0.30"":0.86765518131,""0.35"":0.867611631797,""0.40"":0.867108646015,""0.45"":0.86652896498,""0.50"":0.865160428372,""0.55"":0.864029539266,""0.60"":0.86223409536,""0.65"":0.860333217539,""0.70"":0.85818896179,""0.75"":0.855720108814,""0.80"":0.852981247534,""0.85"":0.850261090762,""0.90"":0.847088176164}","{""0.10"":0.865214774562,""0.15"":0.86668374239,""0.20"":0.867364285194,""0.25"":0.867663174732,""0.30"":0.867879424561,""0.35"":0.867949787289,""0.40"":0.867205578484,""0.45"":0.86686611581,""0.50"":0.865620403089,""0.55"":0.864532412744,""0.60"":0.862861112017,""0.65"":0.860868270152,""0.70"":0.858647911946,""0.75"":0.856378707101,""0.80"":0.853220680635,""0.85"":0.850494546728,""0.90"":0.847210131209}",0.8676551813095643,1,3,100,100,0.925869464344182,0.9899985452429443,0.8416289592760181,0.8303571428571429,0.8532110091743119,0.9070319319173699,0.8239329439104311,0.9680073126142597,0.02258223934382442,0.10990981894146885,0.10237659963436929,22.030284,6.022123,5.538203,0.012924,33.611254,4378,7773,3395,0.10210141617176793,0.4942750546764441,generated 3395 of requested 3484 synthetic points
keel-page-blocks0,keel,bagged_cart,49,1,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.891646148973,""0.15"":0.893171781047,""0.20"":0.894392888643,""0.25"":0.895041458591,""0.30"":0.895721441777,""0.35"":0.895670877376,""0.40"":0.894918364355,""0.45"":0.894765890545,""0.50"":0.893386261927,""0.55"":0.892981320688,""0.60"":0.891178066842,""0.65"":0.88936181837,""0.70"":0.88737307833,""0.75"":0.885207320175,""0.80"":0.882543550504,""0.85"":0.879843050784,""0.90"":0.87638592582}","{""0.10"":0.892779166264,""0.15"":0.894061844216,""0.20"":0.895060243196,""0.25"":0.895373421888,""0.30"":0.896270040082,""0.35"":0.896286260809,""0.40"":0.895360635579,""0.45"":0.895325457146,""0.50"":0.893985446775,""0.55"":0.893772505409,""0.60"":0.892204880044,""0.65"":0.890598333779,""0.70"":0.888209544431,""0.75"":0.886644185104,""0.80"":0.883864763609,""0.85"":0.881025652753,""0.90"":0.877827047185}",0.8957214417771263,1,3,100,100,0.8667113905771556,0.9856034733323644,0.8240740740740741,0.7946428571428571,0.8557692307692307,0.8896917235866879,0.8055332123663896,0.965296803652968,0.02775123304923445,0.10819947778502574,0.10228310502283106,22.33454,5.626891,5.560987,0.013153,33.543501,4377,7740,3363,0.10212474297464016,0.49224806201550386,generated 3363 of requested 3483 synthetic points
keel-page-blocks0,keel,bagged_cart,49,2,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.875881854281,""0.15"":0.877486398313,""0.20"":0.878591269607,""0.25"":0.879897264633,""0.30"":0.88094991673,""0.35"":0.881621008488,""0.40"":0.881401434479,""0.45"":0.881388703408,""0.50"":0.880075852131,""0.55"":0.879645410472,""0.60"":0.878266581367,""0.65"":0.876911365392,""0.70"":0.874713738752,""0.75"":0.872369036098,""0.80"":0.870379361756,""0.85"":0.867833352006,""0.90"":0.864559278856}","{""0.10"":0.875658983729,""0.15"":0.876747239613,""0.20"":0.877793074165,""0.25"":0.878836294012,""0.30"":0.879676640937,""0.35"":0.880533492796,""0.40"":0.880254072076,""0.45"":0.880122712236,""0.50"":0.878783484939,""0.55"":0.878131900884,""0.60"":0.876742178806,""0.65"":0.875570381188,""0.70"":0.87326170622,""0.75"":0.871084413225,""0.80"":0.869434177841,""0.85"":0.86693402439,""0.90"":0.864154132171}",0.8816210084875196,1,3,100,100,0.8960186383007934,0.9830420723732016,0.8181818181818182,0.8035714285714286,0.8333333333333334,0.8926300683040256,0.7980477314779278,0.9634703196347032,0.026151375102302254,0.10953793747475254,0.10228310502283106,22.098938,5.698135,5.787504,0.013092,33.605905,4377,7757,3380,0.10212474297464016,0.49336083537450043,generated 3380 of requested 3483 synthetic points
keel-page-blocks0,keel,bagged_cart,49,3,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.883469114836,""0.15"":0.88495343573,""0.20"":0.88592319469,""0.25"":0.886282333123,""0.30"":0.886455316462,""0.35"":0.886295637318,""0.40"":0.885957297623,""0.45"":0.884898180979,""0.50"":0.883598978733,""0.55"":0.882433503502,""0.60"":0.880608237255,""0.65"":0.87856575135,""0.70"":0.876139306813,""0.75"":0.873411417793,""0.80"":0.869960051326,""0.85"":0.866810244313,""0.90"":0.86278000385}","{""0.10"":0.883512363914,""0.15"":0.885237952449,""0.20"":0.886063991304,""0.25"":0.886109465351,""0.30"":0.886382611154,""0.35"":0.886299276482,""0.40"":0.886207413698,""0.45"":0.885461869099,""0.50"":0.8839891025,""0.55"":0.883192174354,""0.60"":0.881288051453,""0.65"":0.878975751434,""0.70"":0.876426529232,""0.75"":0.873911244825,""0.80"":0.870370980184,""0.85"":0.867227638277,""0.90"":0.863375200645}",0.8864553164616585,1,3,100,100,0.8852709020980042,0.9876687470787167,0.827906976744186,0.8018018018018018,0.8557692307692307,0.8932711959161603,0.809703685188131,0.9661791590493601,0.02534079034623046,0.10784267702894303,0.10146252285191956,22.150048,5.752021,5.310478,0.012926,33.233271,4378,7762,3384,0.10232983097304706,0.4936871940221592,generated 3384 of requested 3482 synthetic points
keel-page-blocks0,keel,bagged_cart,49,4,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.859728673314,""0.15"":0.860777508135,""0.20"":0.861257513168,""0.25"":0.861274432612,""0.30"":0.861236302912,""0.35"":0.860963625196,""0.40"":0.860309819032,""0.45"":0.859344120859,""0.50"":0.858047255291,""0.55"":0.856999987799,""0.60"":0.854992250609,""0.65"":0.8532086966,""0.70"":0.850985492284,""0.75"":0.848046688364,""0.80"":0.844982061652,""0.85"":0.841954505047,""0.90"":0.837940353336}","{""0.10"":0.864862241109,""0.15"":0.866077396865,""0.20"":0.86673754244,""0.25"":0.866901037372,""0.30"":0.866924793112,""0.35"":0.86709673593,""0.40"":0.866305195342,""0.45"":0.865327523207,""0.50"":0.864258091338,""0.55"":0.863464199011,""0.60"":0.861656426098,""0.65"":0.859610909525,""0.70"":0.857383413326,""0.75"":0.85429359171,""0.80"":0.85088603708,""0.85"":0.848120816942,""0.90"":0.844184862024}",0.8612744326115284,1,3,100,100,0.9165494828608064,0.9881800989234797,0.8416289592760181,0.8303571428571429,0.8532110091743119,0.9070319319173699,0.8239329439104311,0.9680073126142597,0.024990412357180178,0.10834275767464484,0.10237659963436929,22.119597,5.667916,5.233171,0.012909,33.041225,4378,7721,3343,0.10210141617176793,0.4908690584121228,generated 3343 of requested 3484 synthetic points
keel-page-blocks0,keel,bagged_cart,49,5,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.873565720923,""0.15"":0.874862298675,""0.20"":0.875532283519,""0.25"":0.875683843892,""0.30"":0.875768600651,""0.35"":0.87522866339,""0.40"":0.874192786974,""0.45"":0.873421870975,""0.50"":0.871765371977,""0.55"":0.870575196224,""0.60"":0.86930280452,""0.65"":0.867383450171,""0.70"":0.865073886729,""0.75"":0.862761775179,""0.80"":0.860367639401,""0.85"":0.857707598465,""0.90"":0.854561266016}","{""0.10"":0.874448142457,""0.15"":0.875981682659,""0.20"":0.876707600714,""0.25"":0.876877763725,""0.30"":0.876963435957,""0.35"":0.876801893441,""0.40"":0.875573487975,""0.45"":0.874978140571,""0.50"":0.872846344303,""0.55"":0.871599819273,""0.60"":0.87043713002,""0.65"":0.868064940807,""0.70"":0.865918262683,""0.75"":0.863965071882,""0.80"":0.861714698846,""0.85"":0.858912437686,""0.90"":0.856097943707}",0.8757686006509233,1,3,100,100,0.9186823856545173,0.9909077684026767,0.8789237668161435,0.875,0.8828828828828829,0.9308808553971486,0.8651944020618778,0.9753199268738574,0.02206833365850196,0.11327806044250285,0.10237659963436929,22.088599,5.790863,5.646469,0.014277,33.54858,4378,7759,3381,0.10210141617176793,0.4933625467199381,generated 3381 of requested 3484 synthetic points
keel-page-blocks0,keel,extratrees,42,1,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.87814435578,""0.15"":0.878162132569,""0.20"":0.878064397853,""0.25"":0.87792387289,""0.30"":0.877838388038,""0.35"":0.877554723682,""0.40"":0.877122103953,""0.45"":0.876723077727,""0.50"":0.875302371979,""0.55"":0.87527764335,""0.60"":0.874833036946,""0.65"":0.874081056668,""0.70"":0.872993654895,""0.75"":0.872109743913,""0.80"":0.871127541366,""0.85"":0.870065909658,""0.90"":0.869026292101}","{""0.10"":0.881522987381,""0.15"":0.881534627709,""0.20"":0.881552373964,""0.25"":0.88128568988,""0.30"":0.881122974898,""0.35"":0.881164401033,""0.40"":0.880594399286,""0.45"":0.880322915753,""0.50"":0.878735990054,""0.55"":0.878876771459,""0.60"":0.878458705453,""0.65"":0.877659295442,""0.70"":0.876429036515,""0.75"":0.875814708778,""0.80"":0.874908609307,""0.85"":0.874314944711,""0.90"":0.873140040989}",0.8781621325692007,1,3,100,100,0.8615790140186631,0.988160332800465,0.8504672897196262,0.8125,0.8921568627450981,0.9006548830111902,0.8354327495132023,0.9707762557077626,0.02421357995676596,0.10931883670363123,0.10228310502283106,13.252682,5.854144,0.671086,0.013707,19.799387,4377,7761,3384,0.10212474297464016,0.4936219559335137,generated 3384 of requested 3483 synthetic points
keel-page-blocks0,keel,extratrees,42,2,nested_tuned_raw_fol_equal100,0.5,0.5,0.5,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.852818942167,""0.15"":0.8533755655,""0.20"":0.853505839084,""0.25"":0.853718031391,""0.30"":0.854108409471,""0.35"":0.854310622852,""0.40"":0.854388595687,""0.45"":0.854532262593,""0.50"":0.854666937972,""0.55"":0.854440921183,""0.60"":0.854082761816,""0.65"":0.853816390751,""0.70"":0.853619134502,""0.75"":0.853213194896,""0.80"":0.85261914868,""0.85"":0.852274624734,""0.90"":0.851638824629}","{""0.10"":0.854044500951,""0.15"":0.854485451122,""0.20"":0.854653139608,""0.25"":0.854811560223,""0.30"":0.855137372363,""0.35"":0.854948484004,""0.40"":0.854913762276,""0.45"":0.854924802819,""0.50"":0.854896564301,""0.55"":0.855031123592,""0.60"":0.854431189759,""0.65"":0.854079066778,""0.70"":0.853835001336,""0.75"":0.85366817726,""0.80"":0.852990141091,""0.85"":0.852454643038,""0.90"":0.851778212467}",0.8546669379719914,1,3,100,100,0.9340330312249892,0.9860530809475367,0.8598130841121495,0.8214285714285714,0.9019607843137255,0.9056278157244586,0.845802149777504,0.9726027397260274,0.022625536488457637,0.11340624048706241,0.10228310502283106,13.013261,5.883767,0.685808,0.013741,19.604644,4377,7740,3363,0.10212474297464016,0.49224806201550386,generated 3363 of requested 3483 synthetic points
keel-page-blocks0,keel,extratrees,42,3,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.865606755956,""0.15"":0.865773160017,""0.20"":0.865837515022,""0.25"":0.865914793648,""0.30"":0.865924184441,""0.35"":0.865752107498,""0.40"":0.865562249763,""0.45"":0.865523755951,""0.50"":0.865110799871,""0.55"":0.865072997128,""0.60"":0.864580136112,""0.65"":0.864162698377,""0.70"":0.863700352168,""0.75"":0.863036438127,""0.80"":0.862326698296,""0.85"":0.861706822211,""0.90"":0.86104362086}","{""0.10"":0.868765864264,""0.15"":0.868912711681,""0.20"":0.86905845171,""0.25"":0.869268058912,""0.30"":0.869321910152,""0.35"":0.869357533998,""0.40"":0.869127438487,""0.45"":0.869129581921,""0.50"":0.868870571653,""0.55"":0.869092915978,""0.60"":0.868668456647,""0.65"":0.868208786205,""0.70"":0.86770603411,""0.75"":0.867175080343,""0.80"":0.866358765103,""0.85"":0.865467538183,""0.90"":0.864718162074}",0.8659241844413765,1,3,100,100,0.9106937793373414,0.9814595877668105,0.8269230769230769,0.7747747747747747,0.8865979381443299,0.8817922703985777,0.8110767070910506,0.9670932358318098,0.025944697650190487,0.10632887176808567,0.10146252285191956,12.959399,5.672483,0.688207,0.013799,19.341804,4378,7754,3376,0.10232983097304706,0.4931648181583699,generated 3376 of requested 3482 synthetic points
keel-page-blocks0,keel,extratrees,42,4,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.878408725993,""0.15"":0.878560127864,""0.20"":0.878427938151,""0.25"":0.87811339836,""0.30"":0.877689697474,""0.35"":0.877282228172,""0.40"":0.876842952755,""0.45"":0.876432844568,""0.50"":0.875805273067,""0.55"":0.875341907956,""0.60"":0.874548202995,""0.65"":0.873888065271,""0.70"":0.872879319494,""0.75"":0.871907913439,""0.80"":0.871111227779,""0.85"":0.870204896716,""0.90"":0.869307984362}","{""0.10"":0.879976473072,""0.15"":0.88017723051,""0.20"":0.879928245707,""0.25"":0.879896307461,""0.30"":0.879576662564,""0.35"":0.878995124851,""0.40"":0.878590645992,""0.45"":0.878116206095,""0.50"":0.87763610035,""0.55"":0.877141096439,""0.60"":0.876287439085,""0.65"":0.87543476684,""0.70"":0.874509469994,""0.75"":0.873457091009,""0.80"":0.872701727646,""0.85"":0.871661114724,""0.90"":0.870515710431}",0.8785601278643076,1,3,100,100,0.8662934323824768,0.9684863252836777,0.7961165048543689,0.7321428571428571,0.8723404255319149,0.8599614489380274,0.7787298377146501,0.9616087751371115,0.029398562385351767,0.10007509576042482,0.10237659963436929,12.544663,5.674545,0.674652,0.013863,18.915592,4378,7730,3352,0.10210141617176793,0.4914618369987063,generated 3352 of requested 3484 synthetic points
keel-page-blocks0,keel,extratrees,42,5,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.891151812638,""0.15"":0.891463083703,""0.20"":0.89168598475,""0.25"":0.891621929658,""0.30"":0.891964280166,""0.35"":0.891977992646,""0.40"":0.891872045325,""0.45"":0.891746317626,""0.50"":0.891277373818,""0.55"":0.891383447569,""0.60"":0.89098905699,""0.65"":0.890875454744,""0.70"":0.890280218372,""0.75"":0.889813245411,""0.80"":0.889342932236,""0.85"":0.888710321499,""0.90"":0.888026284475}","{""0.10"":0.893028801562,""0.15"":0.893143916673,""0.20"":0.893615639837,""0.25"":0.893233830294,""0.30"":0.893617757613,""0.35"":0.893729582567,""0.40"":0.893580913645,""0.45"":0.893272413111,""0.50"":0.89268242931,""0.55"":0.893019437913,""0.60"":0.892513630087,""0.65"":0.892500229756,""0.70"":0.891898903676,""0.75"":0.891398838433,""0.80"":0.891092368363,""0.85"":0.890541971872,""0.90"":0.889951344893}",0.8919779926460814,1,3,100,100,0.8777096321761785,0.9814791242362526,0.8207547169811321,0.7767857142857143,0.87,0.8817737125400058,0.8031701879042329,0.9652650822669104,0.026407517075462118,0.10770673369896404,0.10237659963436929,12.421084,5.37591,0.659888,0.012979,18.477621,4378,7690,3312,0.10210141617176793,0.48881664499349803,generated 3312 of requested 3484 synthetic points
keel-page-blocks0,keel,extratrees,44,1,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.877149918455,""0.15"":0.877432504387,""0.20"":0.877468631377,""0.25"":0.877450106501,""0.30"":0.877511592489,""0.35"":0.877531864968,""0.40"":0.877228990626,""0.45"":0.876973115824,""0.50"":0.876132617414,""0.55"":0.875772081409,""0.60"":0.875091172551,""0.65"":0.87460880574,""0.70"":0.873720471286,""0.75"":0.872910024239,""0.80"":0.872251636638,""0.85"":0.871644381706,""0.90"":0.870671784488}","{""0.10"":0.878552587094,""0.15"":0.878678964174,""0.20"":0.878609487937,""0.25"":0.878907933603,""0.30"":0.878838344321,""0.35"":0.878961162565,""0.40"":0.878563114586,""0.45"":0.878360026401,""0.50"":0.877581415019,""0.55"":0.877359698885,""0.60"":0.876720400596,""0.65"":0.87614173957,""0.70"":0.875277866241,""0.75"":0.874220029929,""0.80"":0.873773307927,""0.85"":0.873129290549,""0.90"":0.872627826794}",0.8775318649679046,1,3,100,100,0.8747172722543062,0.9553162694375819,0.7761194029850746,0.6964285714285714,0.8764044943820225,0.8426191687254759,0.7598597305312592,0.958904109589041,0.030160308633293872,0.09926640284119737,0.10228310502283106,12.948902,5.849317,0.671912,0.012932,19.490913,4377,7701,3324,0.10212474297464016,0.48967666536813403,generated 3324 of requested 3483 synthetic points
