dataset,dataset_source,backbone,seed,fold,method,selected_alpha,selected_original_weight,selected_shadow_weight,candidate_alphas,inner_pooled_ap_grid,inner_mean_fold_ap_grid,inner_best_pooled_ap,inner_tie_count,inner_folds,original_estimators,shadow_estimators,pr_auc,roc_auc,f1,recall,precision,balanced_accuracy,mcc,accuracy,brier_score,mean_probability,true_prevalence,inner_cv_runtime_seconds,final_sampler_runtime_seconds,final_branch_runtime_seconds,final_scoring_runtime_seconds,runtime_seconds,n_train_original,n_train_shadow,n_generated,pi_original,pi_shadow,sampler_warning
keel-page-blocks0,keel,extratrees,44,2,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.88402975215,""0.15"":0.884189508475,""0.20"":0.883883451316,""0.25"":0.883880676725,""0.30"":0.883813064951,""0.35"":0.883803252141,""0.40"":0.883331395495,""0.45"":0.883065121086,""0.50"":0.882448774317,""0.55"":0.882335675698,""0.60"":0.881808781193,""0.65"":0.881396429853,""0.70"":0.88070684738,""0.75"":0.879889400118,""0.80"":0.879176333716,""0.85"":0.878517822471,""0.90"":0.877791943076}","{""0.10"":0.888449760812,""0.15"":0.888455885822,""0.20"":0.88835276398,""0.25"":0.888529209778,""0.30"":0.888620780504,""0.35"":0.888684462261,""0.40"":0.888327258416,""0.45"":0.888083071651,""0.50"":0.887669625593,""0.55"":0.887619763632,""0.60"":0.887277554921,""0.65"":0.886836646021,""0.70"":0.886055460787,""0.75"":0.885239600592,""0.80"":0.884456485009,""0.85"":0.883890200472,""0.90"":0.883328251489}",0.8841895084751307,1,3,100,100,0.8707687421972,0.9890413820665601,0.8097560975609757,0.7410714285714286,0.8924731182795699,0.8654492442958872,0.794451700600803,0.9643835616438357,0.02686831187214612,0.10201598173515981,0.10228310502283106,12.520226,5.721915,0.676186,0.013258,18.939658,4377,7724,3347,0.10212474297464016,0.4911962713619886,generated 3347 of requested 3483 synthetic points
keel-page-blocks0,keel,extratrees,44,3,nested_tuned_raw_fol_equal100,0.2,0.8,0.2,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.875464316199,""0.15"":0.875676333569,""0.20"":0.875810506862,""0.25"":0.87569682985,""0.30"":0.875797561543,""0.35"":0.87579619706,""0.40"":0.87549164152,""0.45"":0.875305381593,""0.50"":0.874863626048,""0.55"":0.875009492013,""0.60"":0.874415386518,""0.65"":0.87403686427,""0.70"":0.873749841471,""0.75"":0.873395110453,""0.80"":0.872845908327,""0.85"":0.872797875707,""0.90"":0.872298594073}","{""0.10"":0.87502127224,""0.15"":0.875069862422,""0.20"":0.875441703807,""0.25"":0.875454310396,""0.30"":0.875619569785,""0.35"":0.876097832318,""0.40"":0.875645071562,""0.45"":0.875439056805,""0.50"":0.875047100718,""0.55"":0.875436856607,""0.60"":0.874837583234,""0.65"":0.874656261092,""0.70"":0.874446592937,""0.75"":0.873990097364,""0.80"":0.873268633164,""0.85"":0.873217988415,""0.90"":0.872512810323}",0.875810506862358,1,3,100,100,0.9073539873582781,0.9808592926599031,0.848780487804878,0.7837837837837838,0.925531914893617,0.8883313628990129,0.836771315483024,0.9716636197440585,0.02328755464147877,0.10657739183424743,0.10146252285191956,13.065205,5.746375,0.70349,0.021333,19.545172,4378,7756,3378,0.10232983097304706,0.4932955131511088,generated 3378 of requested 3482 synthetic points
keel-page-blocks0,keel,extratrees,44,4,nested_tuned_raw_fol_equal100,0.2,0.8,0.2,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.882700428373,""0.15"":0.882780271697,""0.20"":0.882833080729,""0.25"":0.882548923154,""0.30"":0.882487174496,""0.35"":0.882307029936,""0.40"":0.881941137378,""0.45"":0.881699008741,""0.50"":0.881080148405,""0.55"":0.881031184335,""0.60"":0.880560554209,""0.65"":0.880064632109,""0.70"":0.879421069455,""0.75"":0.878620988965,""0.80"":0.878022696759,""0.85"":0.877094478597,""0.90"":0.87607880852}","{""0.10"":0.883881042899,""0.15"":0.884103683196,""0.20"":0.884206654764,""0.25"":0.88382219751,""0.30"":0.88390881209,""0.35"":0.883995525136,""0.40"":0.883701086933,""0.45"":0.883610401327,""0.50"":0.883000387983,""0.55"":0.882996578692,""0.60"":0.882287582846,""0.65"":0.881929523894,""0.70"":0.881290220572,""0.75"":0.880439152969,""0.80"":0.87999946504,""0.85"":0.87916582908,""0.90"":0.878173446709}",0.8828330807290649,1,3,100,100,0.8865901629331474,0.9866935190573174,0.8333333333333334,0.8035714285714286,0.8653846153846154,0.8946574047134128,0.8157944371438437,0.9670932358318098,0.025544193893967098,0.11450146252285193,0.10237659963436929,12.937158,5.826818,0.662308,0.012805,19.447592,4378,7752,3374,0.10210141617176793,0.49290505675954593,generated 3374 of requested 3484 synthetic points
keel-page-blocks0,keel,extratrees,44,5,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.864832971346,""0.15"":0.865166205145,""0.20"":0.864883103623,""0.25"":0.864845460015,""0.30"":0.865051837311,""0.35"":0.865119346394,""0.40"":0.864901804624,""0.45"":0.864859519796,""0.50"":0.864397343989,""0.55"":0.864351928087,""0.60"":0.863778430735,""0.65"":0.863464939252,""0.70"":0.862923426447,""0.75"":0.862396077689,""0.80"":0.861792000483,""0.85"":0.861181420077,""0.90"":0.860529456626}","{""0.10"":0.86638029956,""0.15"":0.86661598564,""0.20"":0.866534772816,""0.25"":0.866732931563,""0.30"":0.866852512012,""0.35"":0.867183799237,""0.40"":0.866925289501,""0.45"":0.866857948497,""0.50"":0.866499011964,""0.55"":0.866262268484,""0.60"":0.86555259679,""0.65"":0.865249937842,""0.70"":0.864442659362,""0.75"":0.863775416323,""0.80"":0.862927527863,""0.85"":0.862339108829,""0.90"":0.861657752907}",0.8651662051446192,1,3,100,100,0.8956342434768894,0.9849159877800409,0.8611111111111112,0.8303571428571429,0.8942307692307693,0.9095777567646204,0.8466362256374401,0.9725776965265083,0.02401669468337396,0.1050927635588056,0.10237659963436929,12.990122,5.711392,0.675425,0.014201,19.399162,4378,7773,3395,0.10210141617176793,0.4942750546764441,generated 3395 of requested 3484 synthetic points
keel-page-blocks0,keel,extratrees,49,1,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.897477352045,""0.15"":0.897465262735,""0.20"":0.897407923392,""0.25"":0.897175570712,""0.30"":0.897217919317,""0.35"":0.897074665416,""0.40"":0.896759669984,""0.45"":0.896804484884,""0.50"":0.8958031413,""0.55"":0.895876817845,""0.60"":0.895458863924,""0.65"":0.895153328962,""0.70"":0.894563710156,""0.75"":0.893855914656,""0.80"":0.893204049558,""0.85"":0.892422299694,""0.90"":0.891880575456}","{""0.10"":0.897794401863,""0.15"":0.897926679951,""0.20"":0.898050904816,""0.25"":0.897740800634,""0.30"":0.897630811517,""0.35"":0.897648141965,""0.40"":0.89738549775,""0.45"":0.897622256708,""0.50"":0.896473742103,""0.55"":0.896651240808,""0.60"":0.896198765682,""0.65"":0.895908950321,""0.70"":0.895563056446,""0.75"":0.894664309578,""0.80"":0.894007228304,""0.85"":0.893091885754,""0.90"":0.892719510999}",0.8974773520453015,1,3,100,100,0.887651171490308,0.988028629559657,0.8356807511737089,0.7946428571428571,0.8811881188118812,0.891217664583636,0.8193705360748191,0.9680365296803652,0.02640368220421106,0.10293800608828006,0.10228310502283106,12.784017,5.599134,0.671018,0.012847,19.074694,4377,7740,3363,0.10212474297464016,0.49224806201550386,generated 3363 of requested 3483 synthetic points
keel-page-blocks0,keel,extratrees,49,2,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.883686875491,""0.15"":0.883752762752,""0.20"":0.883613583353,""0.25"":0.883514749369,""0.30"":0.883545305039,""0.35"":0.8833189854,""0.40"":0.882896274705,""0.45"":0.882609216621,""0.50"":0.881758803507,""0.55"":0.881941289138,""0.60"":0.881534271198,""0.65"":0.881262221548,""0.70"":0.880427308449,""0.75"":0.879649866692,""0.80"":0.879141676606,""0.85"":0.878408048239,""0.90"":0.877452792049}","{""0.10"":0.884602570037,""0.15"":0.884790977352,""0.20"":0.884576354206,""0.25"":0.884656880732,""0.30"":0.884517588849,""0.35"":0.884380614737,""0.40"":0.883827548056,""0.45"":0.883647859229,""0.50"":0.882700271405,""0.55"":0.882894214335,""0.60"":0.882446789,""0.65"":0.882160149015,""0.70"":0.881097033378,""0.75"":0.880642328471,""0.80"":0.880172537708,""0.85"":0.879542413269,""0.90"":0.878629953174}",0.8837527627518812,1,3,100,100,0.8711714153345861,0.9795678317105073,0.78,0.6964285714285714,0.8863636363636364,0.8431278157244586,0.7649193022683545,0.9598173515981735,0.02742824612891389,0.10143954664057403,0.10228310502283106,12.961644,5.623372,0.657023,0.012669,19.26262,4377,7757,3380,0.10212474297464016,0.49336083537450043,generated 3380 of requested 3483 synthetic points
keel-page-blocks0,keel,extratrees,49,3,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.889377960663,""0.15"":0.889423006503,""0.20"":0.889543166149,""0.25"":0.889475311112,""0.30"":0.889501518874,""0.35"":0.889602219677,""0.40"":0.889294476803,""0.45"":0.888980952561,""0.50"":0.888525957007,""0.55"":0.88840832686,""0.60"":0.887984487535,""0.65"":0.887633656214,""0.70"":0.887007942359,""0.75"":0.886239712299,""0.80"":0.885488019752,""0.85"":0.88484848937,""0.90"":0.883954936292}","{""0.10"":0.890201354743,""0.15"":0.890296180435,""0.20"":0.890448792103,""0.25"":0.890491786311,""0.30"":0.890374544221,""0.35"":0.890733782695,""0.40"":0.890334346342,""0.45"":0.889948298083,""0.50"":0.889495555783,""0.55"":0.889348914972,""0.60"":0.888849687895,""0.65"":0.888627221856,""0.70"":0.88797760882,""0.75"":0.887059342653,""0.80"":0.886303917816,""0.85"":0.886019243257,""0.90"":0.885568323579}",0.8896022196773885,1,3,100,100,0.8914820863243127,0.986096982027806,0.8317757009345794,0.8018018018018018,0.8640776699029126,0.893779842915143,0.8142659713869235,0.9670932358318098,0.025975545390954372,0.11101224645251154,0.10146252285191956,12.849156,5.648353,0.660198,0.012744,19.178204,4378,7762,3384,0.10232983097304706,0.4936871940221592,generated 3384 of requested 3482 synthetic points
keel-page-blocks0,keel,extratrees,49,4,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.86623570527,""0.15"":0.866413545436,""0.20"":0.866271835765,""0.25"":0.86612471487,""0.30"":0.866018077446,""0.35"":0.865819778993,""0.40"":0.865564242719,""0.45"":0.865372481407,""0.50"":0.86454733492,""0.55"":0.864308591554,""0.60"":0.863759773635,""0.65"":0.863318351179,""0.70"":0.862756927111,""0.75"":0.86222261377,""0.80"":0.861641883622,""0.85"":0.860977643105,""0.90"":0.860044211018}","{""0.10"":0.871058354744,""0.15"":0.87134979152,""0.20"":0.87111342885,""0.25"":0.871005533111,""0.30"":0.871033663298,""0.35"":0.870962977271,""0.40"":0.870709405525,""0.45"":0.870539676509,""0.50"":0.869762154963,""0.55"":0.869821351144,""0.60"":0.869317577412,""0.65"":0.869078747204,""0.70"":0.868596517611,""0.75"":0.868072422947,""0.80"":0.867448971432,""0.85"":0.866867556316,""0.90"":0.865796721645}",0.8664135454358903,1,3,100,100,0.8968229456434776,0.9810608815827757,0.8207547169811321,0.7767857142857143,0.87,0.8817737125400058,0.8031701879042329,0.9652650822669104,0.02612525552889498,0.1030176975421491,0.10237659963436929,12.934849,6.006288,0.663074,0.012875,19.624742,4378,7721,3343,0.10210141617176793,0.4908690584121228,generated 3343 of requested 3484 synthetic points
keel-page-blocks0,keel,extratrees,49,5,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.853907531516,""0.15"":0.853802771553,""0.20"":0.853542445614,""0.25"":0.853099002358,""0.30"":0.852967504937,""0.35"":0.852771506211,""0.40"":0.852288737361,""0.45"":0.85195159499,""0.50"":0.851377197497,""0.55"":0.850908254108,""0.60"":0.850150813656,""0.65"":0.849503759576,""0.70"":0.848571340325,""0.75"":0.847728304909,""0.80"":0.84665351184,""0.85"":0.845641841669,""0.90"":0.844528967722}","{""0.10"":0.856277137452,""0.15"":0.856029894238,""0.20"":0.855863094576,""0.25"":0.855330546925,""0.30"":0.855270549222,""0.35"":0.854889419648,""0.40"":0.854177332488,""0.45"":0.853837810755,""0.50"":0.853011954496,""0.55"":0.852320454605,""0.60"":0.851567381232,""0.65"":0.850844088829,""0.70"":0.849353301619,""0.75"":0.848273890911,""0.80"":0.847204375621,""0.85"":0.846533047799,""0.90"":0.845969700908}",0.8539075315155128,1,3,100,100,0.898561633094478,0.9765238580157114,0.8365384615384616,0.7767857142857143,0.90625,0.8838103724178062,0.8224520189246516,0.9689213893967094,0.023918708988421692,0.10342431444241315,0.10237659963436929,12.797683,5.742201,0.673078,0.012883,19.233463,4378,7759,3381,0.10210141617176793,0.4933625467199381,generated 3381 of requested 3484 synthetic points
keel-page-blocks0,keel,rf,42,1,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.887301066052,""0.15"":0.888026985411,""0.20"":0.888447725602,""0.25"":0.888748957748,""0.30"":0.888681920676,""0.35"":0.888741294603,""0.40"":0.888296580122,""0.45"":0.887718783841,""0.50"":0.887177093983,""0.55"":0.886473824489,""0.60"":0.885554202253,""0.65"":0.884515583136,""0.70"":0.883243536256,""0.75"":0.881878756798,""0.80"":0.879988885277,""0.85"":0.878679627845,""0.90"":0.876769819729}","{""0.10"":0.894571678098,""0.15"":0.895231291257,""0.20"":0.89560151925,""0.25"":0.895806419489,""0.30"":0.895488585729,""0.35"":0.895506831641,""0.40"":0.894780926263,""0.45"":0.894425908821,""0.50"":0.894082660576,""0.55"":0.893539820192,""0.60"":0.892438034353,""0.65"":0.891696395905,""0.70"":0.890132975191,""0.75"":0.889037830133,""0.80"":0.887154560745,""0.85"":0.885533529842,""0.90"":0.883744321938}",0.8887489577481716,1,3,100,100,0.9123911919786204,0.98911858741462,0.8789237668161435,0.875,0.8828828828828829,0.9308875890132249,0.8652083706352133,0.9753424657534246,0.021831970806091467,0.11583610429062685,0.10228310502283106,15.816978,5.763659,1.965498,0.016884,23.571996,4377,7761,3384,0.10212474297464016,0.4936219559335137,generated 3384 of requested 3483 synthetic points
keel-page-blocks0,keel,rf,42,2,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.882637189201,""0.15"":0.883504343443,""0.20"":0.883894953594,""0.25"":0.8844313139,""0.30"":0.884955774074,""0.35"":0.885264449695,""0.40"":0.885135913127,""0.45"":0.884657090731,""0.50"":0.88443186778,""0.55"":0.884302846676,""0.60"":0.883412680867,""0.65"":0.882798840583,""0.70"":0.881904426326,""0.75"":0.881013527183,""0.80"":0.87966513669,""0.85"":0.87832992776,""0.90"":0.876752685382}","{""0.10"":0.885553404655,""0.15"":0.886383624281,""0.20"":0.886913656153,""0.25"":0.887441434812,""0.30"":0.888053865342,""0.35"":0.888829479907,""0.40"":0.888996491028,""0.45"":0.888436141822,""0.50"":0.888098907124,""0.55"":0.887860959018,""0.60"":0.886866346492,""0.65"":0.88618605561,""0.70"":0.885064269132,""0.75"":0.884137365069,""0.80"":0.882796529566,""0.85"":0.881355837487,""0.90"":0.879660668188}",0.8852644496945197,1,3,100,100,0.9428218744439244,0.9929334399069902,0.8651162790697674,0.8303571428571429,0.9029126213592233,0.9100921014387444,0.8513785852233666,0.9735159817351599,0.02125401022073417,0.10937402660251974,0.10228310502283106,15.499645,5.569033,1.981318,0.018316,23.07665,4377,7740,3363,0.10212474297464016,0.49224806201550386,generated 3363 of requested 3483 synthetic points
keel-page-blocks0,keel,rf,42,3,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.8796714366,""0.15"":0.880122201742,""0.20"":0.880247377515,""0.25"":0.88027068695,""0.30"":0.880564874047,""0.35"":0.88045497625,""0.40"":0.880066930559,""0.45"":0.879627132574,""0.50"":0.878674771921,""0.55"":0.87807617838,""0.60"":0.876959504759,""0.65"":0.875840986765,""0.70"":0.874773143642,""0.75"":0.873272778889,""0.80"":0.871502899725,""0.85"":0.869744718111,""0.90"":0.867619204629}","{""0.10"":0.882986113786,""0.15"":0.88332200408,""0.20"":0.883519503031,""0.25"":0.883403122641,""0.30"":0.883572004562,""0.35"":0.883479122899,""0.40"":0.88304626914,""0.45"":0.882839499737,""0.50"":0.881357049025,""0.55"":0.880436890732,""0.60"":0.879592753205,""0.65"":0.878452379728,""0.70"":0.87770770798,""0.75"":0.875952656253,""0.80"":0.874135740068,""0.85"":0.871965866258,""0.90"":0.870026922507}",0.8805648740466983,1,3,100,100,0.9087536383981485,0.990418190316461,0.8461538461538461,0.7927927927927928,0.9072164948453608,0.891818573405552,0.8323765118741707,0.9707495429616088,0.023560266940892853,0.10708152592887511,0.10146252285191956,15.391571,5.57675,1.879964,0.014138,22.87051,4378,7754,3376,0.10232983097304706,0.4931648181583699,generated 3376 of requested 3482 synthetic points
keel-page-blocks0,keel,rf,42,4,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.894078795608,""0.15"":0.89491969814,""0.20"":0.895733898557,""0.25"":0.89616666705,""0.30"":0.896654996133,""0.35"":0.896883645201,""0.40"":0.896708032658,""0.45"":0.896679523611,""0.50"":0.896234408805,""0.55"":0.89554491563,""0.60"":0.895006205507,""0.65"":0.894590562799,""0.70"":0.893868595701,""0.75"":0.892962361952,""0.80"":0.891988763168,""0.85"":0.891208943348,""0.90"":0.890268563741}","{""0.10"":0.896486068509,""0.15"":0.89741491307,""0.20"":0.898406020431,""0.25"":0.899118136253,""0.30"":0.899280191414,""0.35"":0.899258784498,""0.40"":0.898855534049,""0.45"":0.899086715257,""0.50"":0.898698197883,""0.55"":0.898077092244,""0.60"":0.897526169625,""0.65"":0.896834708921,""0.70"":0.896193902255,""0.75"":0.89528419242,""0.80"":0.894197554283,""0.85"":0.893397863954,""0.90"":0.892323578332}",0.896883645201357,1,3,100,100,0.8908021972652176,0.9795561172534186,0.8348623853211009,0.8125,0.8584905660377359,0.8986125254582484,0.8169853844158164,0.9670932358318098,0.026970598057561086,0.10947307830931002,0.10237659963436929,14.910444,5.516375,1.871454,0.013864,22.32022,4378,7730,3352,0.10210141617176793,0.4914618369987063,generated 3352 of requested 3484 synthetic points
keel-page-blocks0,keel,rf,42,5,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.903262473885,""0.15"":0.903936186629,""0.20"":0.90419152146,""0.25"":0.904565263265,""0.30"":0.904846541947,""0.35"":0.904698009821,""0.40"":0.904534032001,""0.45"":0.904156476856,""0.50"":0.903305810138,""0.55"":0.903144983368,""0.60"":0.902303935815,""0.65"":0.901539821997,""0.70"":0.90066965262,""0.75"":0.899280439453,""0.80"":0.897871690004,""0.85"":0.896483957584,""0.90"":0.894936692908}","{""0.10"":0.905112962443,""0.15"":0.905489476236,""0.20"":0.905622209248,""0.25"":0.906207089088,""0.30"":0.906333005989,""0.35"":0.906022643069,""0.40"":0.905538252347,""0.45"":0.905334194151,""0.50"":0.904447895696,""0.55"":0.904092554494,""0.60"":0.903200335975,""0.65"":0.902510852624,""0.70"":0.901554052392,""0.75"":0.90009580739,""0.80"":0.898572486427,""0.85"":0.896715513788,""0.90"":0.895344445481}",0.9048465419474814,1,3,100,100,0.8734525359547343,0.9873117908059355,0.7980769230769231,0.7410714285714286,0.8645833333333334,0.863916569682863,0.7798223783540421,0.9616087751371115,0.02682035129530988,0.10665599778801332,0.10237659963436929,14.918306,5.37985,1.873962,0.01286,22.19247,4378,7690,3312,0.10210141617176793,0.48881664499349803,generated 3312 of requested 3484 synthetic points
keel-page-blocks0,keel,rf,44,1,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.888520102769,""0.15"":0.889340433014,""0.20"":0.889664164285,""0.25"":0.889840617022,""0.30"":0.89013346376,""0.35"":0.89003570742,""0.40"":0.889877125087,""0.45"":0.889643890798,""0.50"":0.889447793976,""0.55"":0.88926961169,""0.60"":0.888580153554,""0.65"":0.887865640862,""0.70"":0.887216934883,""0.75"":0.886176434729,""0.80"":0.884823059803,""0.85"":0.883559714052,""0.90"":0.882365630441}","{""0.10"":0.892718706973,""0.15"":0.893272072388,""0.20"":0.893339461093,""0.25"":0.89340550647,""0.30"":0.893656947713,""0.35"":0.893323799591,""0.40"":0.893272325717,""0.45"":0.893012905375,""0.50"":0.892564183332,""0.55"":0.891869035279,""0.60"":0.891256899762,""0.65"":0.890606653749,""0.70"":0.889817761269,""0.75"":0.888524178221,""0.80"":0.886736789726,""0.85"":0.885273442472,""0.90"":0.884197172761}",0.8901334637602327,1,3,100,100,0.9040246416728005,0.9853627743060602,0.8097560975609757,0.7410714285714286,0.8924731182795699,0.8654492442958872,0.794451700600803,0.9643835616438357,0.026724074885361753,0.10212947622899679,0.10228310502283106,15.537907,5.828137,1.93005,0.013084,23.316818,4377,7701,3324,0.10212474297464016,0.48967666536813403,generated 3324 of requested 3483 synthetic points
